7,8,8,10,4,8,5,3,3,3,2,14,8,8,7,0,0,0,1,0.14,0.26,0.1,0,0,0,0,0.36,0,0.01,0.01,0,0.21,0.1,1,0.14,0.1,0.13,0.14,0.12,0.08,0.07,1
27,34,51,38,32,47,37,23,17,28,14,30,26,23,23,23,19,13,1,0.45,0.03,0.02,0.01,0.03,0.05,0.1,0.77,0.44,0.02,0.07,0.06,0.03,0.04,1,0.15,0.13,0.13,0.11,0.08,0.06,0.01,1
130,212,0,59,86,52,71,38,48,16,18,147,38,67,58,56,34,9,1,0.15,0.22,0.31,0.06,0.01,0.21,0.14,0.79,0.12,0.05,0.02,0.02,0.05,0.04,1,0.35,0.13,0.34,0.16,0.27,0.23,0.04,1
0,0,10,33,11,2,4,0,0,0,0,0,10,21,16,2,19,6,0.05,1,0.53,0.11,0,0,0,0,0,0,0,0,0.01,0.08,0.27,1,0.45,0.37,0.31,0.36,0.45,0.17,0.01,1
0,52,113,78,76,38,13,0,0,0,0,20,59,59,72,87,70,0,0,0.02,0.03,0.21,0.77,0.51,0.09,0.43,1,0.13,0.18,0.13,0.02,0,0,1,0.28,0.06,0.02,0.03,0.04,0.04,0.01,1
2,7,17,4,3,14,26,28,39,19,27,16,10,3,6,1,0,0,0.11,0.45,0.45,0.06,0,0,0,0,0.06,1,0,0,0,0,0,1,0.23,0.15,0.39,0.16,0.18,0.2,0.24,1
153,163,141,146,148,154,162,95,102,98,102,96,105,104,98,98,111,105,1,0.3,0.09,0.04,0.04,0.02,0.01,0.04,0.09,0.14,0.18,0.17,0.09,0.23,0.15,1,0.45,0.64,0.5,0.26,0.26,0.29,0.17,1
156,151,153,125,156,143,85,82,62,78,71,97,100,89,77,113,88,92,0,0,0.03,0.07,0.47,0.18,0.15,0.13,1,0.15,0.22,0.06,0.03,0.01,0.01,1,0.48,0.28,0.17,0.1,0.06,0.04,0.03,1
5,5,13,5,25,11,11,0,0,3,13,8,2,7,16,7,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0.12,0.8,0.77,1,0.21,0.14,0.19,0.11,0.05,0.04,0.02,1
17,0,34,59,66,66,13,0,6,6,4,4,8,34,66,71,58,34,0.04,1,0.48,0.14,0.11,0.07,0.08,0.07,0.98,0.07,0.06,0.06,0.09,0.05,0.04,1,0.14,0.06,0.04,0.02,0.01,0.01,0,1
